key,OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses
3498,Ecuador,11244,MINIST. COORD. DESARR. SOCIAL,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3499,Ecuador,11305,MINISTERIO DE TURISMO,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3500,Ecuador,11311,FECD,ECU,Ecuador,ECU_GOVT,Ecuador Government,0
3501,Ecuador,11389,Ayuntamiento de Lasarte,ESP,Spain,ESP_MIN,Spain Ministry,0
3502,Ecuador,11463,ECU PNFPEES,ECU,Ecuador,ECU_GOVT,Ecuador Government,0
3503,Ecuador,11537,Secreteria Nacional Gestion RI,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3504,Ecuador,11585,Progetto Svilupo Liguria-OnLUS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ONG.P.SVIL,PRIV_ITALY,0
3505,Ecuador,11643,REGIONE FRIULI VENEZIA GIULIA,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3506,Ecuador,BLANK,Blank,-,-,-,-,0
3507,Egypt,-,-,-,-,-,-,0
3508,Egypt,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
3509,Egypt,10,INTERNATIONAL TELECOMMUNICATIO,UN_AGY 1,UN AGENCY 1,ITU,AGY_INTERNATIONAL TELECOMMUNIC,0
3510,Egypt,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0
3511,Egypt,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
3512,Egypt,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
3513,Egypt,98,GOVERNMENT OF DOMINICAN REPUBL,DOM,Dominican Republic,DOM_GOVT,Dominican Republic Government,0
3514,Egypt,114,GOVERNMENT OF GAMBIA,GMB,Gambia,GMB_GOVT,Gambia Government,0
3515,Egypt,127,GOVERNMENT OF TERRITORY OF HON,HKG,Hong Kong,HKG_GOVT,Hong Kong Government,0
3516,Egypt,169,GOVERNMENT OF MONACO,MCO,Monaco,MCO_GVT,MONACO,0
3517,Egypt,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
3518,Egypt,201,GOVERNMENT OF PUERTO RICO,PRI,Puerto Rico,PRI_GOVT,Puerto Rico Government,0
3519,Egypt,205,GOVERNMENT OF ROMANIA,ROM,Romania,ROM_GOVT,Romania Government,0
3520,Egypt,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
3521,Egypt,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
3522,Egypt,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3523,Egypt,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0
3524,Egypt,264,ARAB GULF PROGRAMME FOR UN DEV,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AGFUND,ARAB GULF PROGM FOR UN DEV ORG,0
3525,Egypt,281,INTERNATIONAL DEVELOPMENT RESE,CAN,Canada,CAN_MIN,Canada Ministry,0
3526,Egypt,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,0
3527,Egypt,980,EGY-FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FORD FOUND,PRIV_EGY-FORD FOUNDATION,0
3528,Egypt,1134,EGY-INFORMATION DECISION SUPPO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IDSC,PRIV_EGY-INFORMATION DECISION,0
3529,Egypt,1135,COL-INSTITUTO DE DESARROLLO UR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IDU,PRIV_COL-INSTITUTO DE DESARROL,0
3530,Egypt,1227,BUL-ISPRA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ISPRA,PRIV_BUL-ISPRA,0
3531,Egypt,1319,EGY-MINISTRY OF INTERNATIONAL,EGY,Egypt,EGY_MIN,Egypt Ministry,0
3532,Egypt,1379,EGY-MINISTRY OF INDUSTRY & TEC,EGY,Egypt,EGY_MIN,Egypt Ministry,0
3533,Egypt,1397,MEX-MODITEC,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
3534,Egypt,1400,EGY-MINISTRY OF ECONOMY,EGY,Egypt,EGY_MIN,Egypt Ministry,0
3535,Egypt,1419,EGY-MINISTRY OF PLANNING,EGY,Egypt,EGY_MIN,Egypt Ministry,0
3536,Egypt,1422,EGY-MINISTRY OF PUBLIC ENTERPR,EGY,Egypt,EGY_MIN,Egypt Ministry,0
3537,Egypt,1482,JAM-ROYAL NETHERLANDS EMBASSY,NLD,Netherlands,NLD_MIN,Netherlands Ministry,0
3538,Egypt,1543,EGY-ORGANIZATION FOR RESTRUCTU,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ORDEV,PRIV_EGY-ORGANIZATION FOR REST,0
3539,Egypt,1659,"MEX-SECRETARIA DE AGRICULTURA,",OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
3540,Egypt,1675,ROM-MUNICIPALITY SECTOR 3,ROM,Romania,ROM_MIN,Romania Ministry,0
3541,Egypt,1695,EGY-SOCIAL FUND FOR DEVELOPMEN,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SFD,PRIV_EGY-SOCIAL FUND FOR DEVEL,0
3542,Egypt,1853,UNITED NATIONS CAPITAL DEVELOP,UN_AGY 1,UN AGENCY 1,UNCDF,AGY_UNITED NATIONS CAPITAL DEV,0
3543,Egypt,10046,GTZ,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
3544,Egypt,10159,EUROPEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,0
3545,Egypt,10167,DONORS GROUP,UN_AGY 1,UN AGENCY 1,DAG,Unknown Type of Agency,0
3546,Egypt,10314,BRITISH EMBASSY,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0
3547,Egypt,10386,MINISTRY OF FOREIGN TRADE AND,EGY,Egypt,EGY_GOVT,Egypt Government,0
3548,Egypt,10643,FAMILY HEALTH ORGANIZATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FHI,PRIV_FHI,0
3549,Egypt,10686,ERF,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ERF,PRIV_ERF,0
3550,Egypt,10724,MINISTRY OF INVESTMENT - EGYPT,EGY,Egypt,EGY_MIN,Egypt Ministry,0
3551,Egypt,10776,UNWOMEN - CSA,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
3552,Egypt,10810,SUPPORT TO JOINT INITIATIVES -,UN_AGY 1,UN AGENCY 1,UNDP EGY,AGY_SUPPORT UNIT,0
3553,Egypt,10837,SAILING THE NILE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SAIL NILE,"PRIV_SAIL NILE, EGY",0
3554,Egypt,10929,General Federation for NGOs&Fo,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GFNF,PRIV_GL,0
3555,Egypt,10988,EGY UNITED NATIONS POPULATION,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
3556,Egypt,11242,Orascom Telecom Holding,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OT HOLD,PRIV_MIDEAST & ASIA,0
3557,Egypt,11253,Orascom Construction Industrie,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,OCI,PRIV_EGYPT,0
3558,Egypt,11273,"Misr for Clearance,Settlement",EGY,Egypt,EGY_GOVT,Egypt Government,0
3559,Egypt,11365,MDTFO\JP_Central_Fund_Influenz,MDTF1,BU,CFIA,CENTRAL FUND FOR INFLUENZA,0
3560,Egypt,11473,River transport Authority,EGY,Egypt,EGY_MIN,Egypt Ministry,0
3561,Egypt,11477,Authority for maritime safet,EGY,Egypt,EGY_MIN,Egypt Ministry,0
3562,Egypt,11478,Authority of Road and Bridges,EGY,Egypt,EGY_MIN,Egypt Ministry,0
3563,Egypt,11479,Ministry of transport,EGY,Egypt,EGY_MIN,Egypt Ministry,0
3564,Egypt,11480,Authority for Tunnels,EGY,Egypt,EGY_MIN,Egypt Ministry,0
3565,El Salvador,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0
3566,El Salvador,16,INTER-AMERICAN DEVELOPMENT BAN,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IDB,Inter-American Development Ban,0
3567,El Salvador,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
3568,El Salvador,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,0
3569,El Salvador,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
3570,El Salvador,102,GOVERNMENT OF EL SALVADOR,SLV,El Salvador,SLV_GOVT,El Salvador Government,0
3571,El Salvador,104,GOVERNMENT OF ERITREA,ERI,Eritrea,ERI_GOVT,Eritrea Government,0
3572,El Salvador,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0
3573,El Salvador,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
3574,El Salvador,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
3575,El Salvador,199,GOVERNMENT OF PORTUGAL,PRT,Portugal,PRT_GOVT,Portugal Government,0
3576,El Salvador,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
3577,El Salvador,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
3578,El Salvador,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3579,El Salvador,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,0
3580,El Salvador,1070,PAN-GOVT,PAN,Panama,PAN_GOVT,Panama Government,0
3581,El Salvador,1482,JAM-ROYAL NETHERLANDS EMBASSY,NLD,Netherlands,NLD_MIN,Netherlands Ministry,0
3582,El Salvador,1801,ELS-UNDP ADJUSTMENT,SLV,El Salvador,SLV_GOVT,El Salvador Government,0
3583,El Salvador,10046,GTZ,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
3584,El Salvador,10056,SAVE THE CHILDREN FUND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SAVECHILD,PRIV_SAVE THE CHILDREN FUND,0
3585,El Salvador,10480,USAID,USA,United States of America,USAID,USAID,0
3586,El Salvador,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0
3587,El Salvador,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
3588,Equatorial Guinea,-,-,-,-,-,-,0
3589,Equatorial Guinea,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
3590,Equatorial Guinea,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3591,Eritrea,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,0
3592,Eritrea,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
3593,Eritrea,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
3594,Eritrea,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
3595,Eritrea,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
3596,Eritrea,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,0
3597,Eritrea,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
3598,Eritrea,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
3599,Eritrea,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
3600,Eritrea,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,0
3601,Eritrea,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
3602,Eritrea,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3603,Eritrea,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0
3604,Eritrea,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
3605,Eritrea,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
3606,Eritrea,10191,"UNCCD, BONN",UN_AGY 1,UN AGENCY 1,UNCCD_ BON,AGY_UNCCD_ BONN,0
3607,Eritrea,10480,USAID,USA,United States of America,USAID,USAID,0
3608,Eritrea,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
3609,Ethiopia,-,-,-,-,-,-,0
3610,Ethiopia,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,0
3611,Ethiopia,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
3612,Ethiopia,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
3613,Ethiopia,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
3614,Ethiopia,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0
3615,Ethiopia,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0
3616,Ethiopia,30,NON-GOVERNMENTAL ORGANIZATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NGO(NATL)1,PRIV_NON-GOVERNMENTAL ORGANIZA,0
3617,Ethiopia,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
3618,Ethiopia,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
3619,Ethiopia,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
3620,Ethiopia,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
3621,Ethiopia,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0
3622,Ethiopia,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,0
3623,Ethiopia,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
3624,Ethiopia,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0
3625,Ethiopia,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0
3626,Ethiopia,148,"GOVERNMENT OF LATVIA, REPUBLIC",LVA,Latvia,LVA_GOVT,Latvia Government,0
3627,Ethiopia,177,GOVERNMENT OF NETHERLANDS ANTI,NAN,Netherlands Antilles,NAN_GOVT,Neth Antilles Government,0
3628,Ethiopia,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
3629,Ethiopia,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
3630,Ethiopia,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
3631,Ethiopia,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3632,Ethiopia,252,GOVERNMENT OF URUGUAY,URY,Uruguay,URY_GOVT,Uruguay Government,0
3633,Ethiopia,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0
3634,Ethiopia,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
3635,Ethiopia,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
3636,Ethiopia,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,0
3637,Ethiopia,455,JAPANESE INTNL COOP AC.:UNCDF,JPN,Japan,JPN_GOVT,Japan Government,0
3638,Ethiopia,556,SNV NETHERLANDS DEVELOPMENT OR,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SNV,Unknown Type of Agency,0
3639,Ethiopia,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,0
3640,Ethiopia,1187,MEX-INSTITUTO NACIONAL DE LAS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INMUJER,PRIV_MEX-INSTITUTO NACIONAL DE,0
3641,Ethiopia,1482,JAM-ROYAL NETHERLANDS EMBASSY,NLD,Netherlands,NLD_MIN,Netherlands Ministry,0
3642,Ethiopia,1779,CMB-UNITED NATIONS ASSOCIATION,UN_AGY 1,UN AGENCY 1,UNA/USA,AGY_CMB-UNITED NATIONS ASSOCIA,0
3643,Ethiopia,1855,Economic Commission for Africa,UN_AGY 1,UN AGENCY 1,ECA,AGY_Economic Commission for Af,0
3644,Ethiopia,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,0
3645,Ethiopia,10116,EMBASSY OF IRELAND ETHIOPIA,IRL,Ireland,IRL_MIN,Ireland Ministry,0
3646,Ethiopia,10121,UNFPA - ETHIOPIA,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
3647,Ethiopia,10270,The Japan Women in Development,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
3648,Ethiopia,10314,BRITISH EMBASSY,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0
3649,Ethiopia,10517,GLOBAL MECHANISM,UN_AGY 1,UN AGENCY 1,LEB-GM,LEB-GM,0
3650,Ethiopia,10581,DEUTSCHE GESELLSCHAFT FUR TECH,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
3651,Ethiopia,10870,MIN. OF FOREIGN AFFAIRS & COOP,ESP,Spain,ESP_MIN,Spain Ministry,0
3652,Ethiopia,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
3653,Evaluation Office,-,-,-,-,-,-,0
3654,Evaluation Office,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
3655,Evaluation Office,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
3656,Evaluation Office,11,UNITED NATIONS VOLUNTEERS,UN_AGY 1,UN AGENCY 1,UNDP(UNV),UNDP - United Nations Voluntee,0
3657,Evaluation Office,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0
3658,Evaluation Office,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
3659,Evaluation Office,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
3660,Evaluation Office,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
3661,Evaluation Office,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,0
3662,Evaluation Office,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
3663,Evaluation Office,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
3664,Evaluation Office,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0
3665,Evaluation Office,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0
3666,Evaluation Office,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0
3667,Evaluation Office,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
3668,Evaluation Office,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
3669,Evaluation Office,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0
3670,Evaluation Office,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0
3671,Evaluation Office,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
3672,Evaluation Office,1009,ECU-GLOBAL ENVIRONMENT FACILIT,MUTLI_AGY2,MULTI-LATERAL AGENCY2,GEF/PPA,GLOBAL ENVIRONMENT FACILITY,0
3673,Evaluation Office,1856,World Intellectual Property Or,UN_AGY 1,UN AGENCY 1,WIPO,AGY_World Intellectual Propert,0
3674,Evaluation Office,10602,UN-HABITAT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,0
3675,Evaluation Office,10653,CORAID,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CORAID,PRIV_CORAID,0
3676,Evaluation Office,10777,UNCDF - CSA,UN_AGY 1,UN AGENCY 1,UNCDF,AGY_UNITED NATIONS CAPITAL DEV,0
3677,Evaluation Office,11190,SPAIN MDG FUND,UN_AGY 1,UN AGENCY 1,SPAIN MDG,MULTIAGY_UNDP,0
3678,Evaluation Office,11517,OIOS,UN_AGY 1,UN AGENCY 1,OIOS,UN_OIOS,0
3679,Fiji,-,-,-,-,-,-,0
3680,Fiji,10,INTERNATIONAL TELECOMMUNICATIO,UN_AGY 1,UN AGENCY 1,ITU,AGY_INTERNATIONAL TELECOMMUNIC,0
3681,Fiji,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
3682,Fiji,18,ASIAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ASDB,Asian Development Bank,0
3683,Fiji,29,INTERNATIONAL NON-GOVERNMENTAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NGO(INTL),PRIV_INTERNATIONAL NON-GOVERNM,0
3684,Fiji,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
3685,Fiji,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
3686,Fiji,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
3687,Fiji,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,0
3688,Fiji,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
3689,Fiji,109,GOVERNMENT OF FIJI,FJI,Fiji,FJI_GOVT,Fiji Government,0
3690,Fiji,130,GOVERNMENT OF ICELAND,ISL,Iceland,ISL_GOVT,Iceland Government,0
3691,Fiji,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
3692,Fiji,160,GOVERNMENT OF MARSHAL ISLANDS,MHL,Marshal Islands,MHL_GOVT,Marshal Islands Government,0
3693,Fiji,178,GOVERNMENT OF NAURU,NRU,Nauru,NRU_GOVT,Nauru Government,0
3694,Fiji,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,0
3695,Fiji,241,GOVERNMENT OF TRUST TERRITORY,PLW,Palau,PLW_GOVT,Trust Territory Government,0
3696,Fiji,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
3697,Fiji,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3698,Fiji,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
3699,Fiji,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
3700,Fiji,10808,SECRETARIAT OF PACIFIC COMMUNI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,SPC,SECRT. OF PACIFIC COMMUNITIES,0
3701,Fiji,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0
3702,Gabon,-,-,-,-,-,-,0
3703,Gabon,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
3704,Gabon,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
3705,Gabon,17,AFRICAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ADB,African Development Bank,0
3706,Gabon,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
3707,Gabon,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
3708,Gabon,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3709,Gabon,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,0
