key,Fund Rollup Level 3,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
1437,Cost Sharing,10757,TTO MINISTRY OF NATIONAL SECUR,TTO,Trinidad and Tobago,TTO_MIN,Trinidad and Tobago Ministry,"($30,199)"
1438,Cost Sharing,10758,MANSOUR GROUP,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MANGROUP,PRIV_MANGROUP,"$38,785"
1439,Cost Sharing,10759,CIBIOGEM,MEX,Mexico,MEX_GOVT,Mexico Government,$0
1440,Cost Sharing,10760,SRIA DESARROLLO SOCIAL EDO MIC,MEX,Mexico,MEX_MIN,Mexico Ministry,$0
1441,Cost Sharing,10761,SYR MINISTRY OF LOCAL ADMINIST,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,"$137,197"
1442,Cost Sharing,10765,SYR MINISTRY OF INFORMATION,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,$0
1443,Cost Sharing,10767,SYR MINISTRY OF JUSTICE,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,$0
1444,Cost Sharing,10768,SYR MINISTRY OF TOURISM,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,($726)
1445,Cost Sharing,10770,SYR MINISTRY OF TECHNOLOGY&COM,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,$0
1446,Cost Sharing,10774,"EW PPP, NETHERLANDS",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,EW PPP,PRIV_EW PPP NET,$0
1447,Cost Sharing,10775,AL-SHAM SHIPPING COMPANY,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYR-ALSHAM SHIPP. CO,PRIV_SYR-AL SHAM SHIP CO,$0
1448,Cost Sharing,10776,UNWOMEN - CSA,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,($49)
1449,Cost Sharing,10777,UNCDF - CSA,UN_AGY 1,UN AGENCY 1,UNCDF,AGY_UNITED NATIONS CAPITAL DEV,$0
1450,Cost Sharing,10778,UNFPA-CSA,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,$0
1451,Cost Sharing,10779,UNOPS-CSA,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,"$64,475"
1452,Cost Sharing,10780,UN FUND FOR UNWOMEN,UN_AGY 1,UN AGENCY 1,UN FUND-UNIFEM,AGY_UNFUND FOR UNIFEM,$0
1453,Cost Sharing,10781,THE HUNTER FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HUNTER F.,PRIV_HUNTER F.,$0
1454,Cost Sharing,10783,"MILLENNIUM PROMISE ALLIANCE, I",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MP,MILLENNIUM PROMISE,"($450,000)"
1455,Cost Sharing,10784,SHELL FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL F.,PRIV_SHELL FOUNDATION,"$150,000"
1456,Cost Sharing,10785,ENI PAKISTAN LIMITED,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ENI,PRIV_PAKISTAN,$0
1457,Cost Sharing,10786,MINISTRY OF SOCIAL SOLIDARITY,EGY,Egypt,EGY_MIN,Egypt Ministry,"$66,176"
1458,Cost Sharing,10787,FOUNDATION TP,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FOUNDATION TP,PRIV_FOUND. TP_POL,$0
1459,Cost Sharing,10788,THE PREM RAWAT FOUNDATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PREM RAWAT,PRIV_PREM RAWAT FOUND.- INDIA,$0
1460,Cost Sharing,10789,ONG - IEPALA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IEPALA,PRIV_CUB IEPALA,$0
1461,Cost Sharing,10792,STOCKHOLM INT'L WATER INSTITUT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIWI,"PRIV_SIWI, SWEDEN",$0
1462,Cost Sharing,10793,UNIIVERSIDAD DE GRANADA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,UNIV. GRENADA,"PRIV_CUB-UGRANA, SPAIN",$0
1463,Cost Sharing,10794,ASOCIACION DE AMISTAD MALAGA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ASOC. MALAGA,PRIV_CUB MALAGA,$0
1464,Cost Sharing,10795,PROVINCIA DE PAVIA,ITA,Italy,ITA_MIN,Italy Ministry,$0
1465,Cost Sharing,10796,AYUNTAMIENTO DE ZARAGOZA,ESP,Spain,ESP_MIN,Spain Ministry,$0
1466,Cost Sharing,10797,COMITE ZONA CUERO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CUB-ZCUERO,ONG_CUBA ZONA DEL CUERO,$0
1467,Cost Sharing,10798,AGENCIA ADELANTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CUB ADELANTE,"PRIV_ADELANTE, ITALIA",$0
1468,Cost Sharing,10799,HALYK BANK KAZAKHSTAN,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,HALYK BANK,PRIV_BANK KAZAKHSTAN,$0
1469,Cost Sharing,10801,ONG EUSKADI CUBA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,EUSKADI,PRIV_CUB-EUSKAD,$0
1470,Cost Sharing,10802,AYUNT PRAT LLOBREGAT,ESP,Spain,ESP_MIN,Spain Ministry,$0
1471,Cost Sharing,10803,CONSEJO NACIONAL DE MODERNIZAC,ECU,Ecuador,ECU_GOVT,Ecuador Government,$0
1472,Cost Sharing,10806,URU-MIN DESARROLLO SOCIAL,URY,Uruguay,URY_MIN,Uruguay Ministry,$0
1473,Cost Sharing,10807,PACIFIC ISLANDS FORUM SECRETAR,MUTLI_AGY2,MULTI-LATERAL AGENCY2,PIFS,PACIFIC ISLANDS FORUM SECRT.,$0
1474,Cost Sharing,10808,SECRETARIAT OF PACIFIC COMMUNI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,SPC,SECRT. OF PACIFIC COMMUNITIES,$0
1475,Cost Sharing,10809,BRANDIX LANKA LTD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRANDIX,"PRIV_BRANDIX, SRI LANKA",$0
1476,Cost Sharing,10810,SUPPORT TO JOINT INITIATIVES -,UN_AGY 1,UN AGENCY 1,UNDP EGY,AGY_SUPPORT UNIT,($86)
1477,Cost Sharing,10812,IDA-DECENTARALIZED SUPPORT FAC,MUTLI_AGY2,MULTI-LATERAL AGENCY2,CO_AA_MDTF,CO_AA_MDTF,$0
1478,Cost Sharing,10813,AUSTRALIAN DIMA,AUS,Australia,AUS_GOVT,Australia Government,"$229,996"
1479,Cost Sharing,10815,CAMARA DE COMERCIO DE CALI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CCCALI,"PRIV_CCCALI, COLOMBIA",($9)
1480,Cost Sharing,10816,FUNDACION CAICEDO GONZALEZ,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FUND CAICEDO,"PRIV_CAICEDO G, COLOMBIA",($4)
1481,Cost Sharing,10817,FUNDACION ATCESIO PAZ PAZ,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FOND ARCESIO,PRIV_ARCESIO PAZ,($3)
1482,Cost Sharing,10818,COMITE INTERGREMIAL DEL VALLE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COMIT INT VALLE,"PRIV_INTERGREMIAL , COLOMBIA",($6)
1483,Cost Sharing,10819,UNIVERSIDAD ICESI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UNIV ICESI,"PRIV_ICESI, COLOMBIA",($12)
1484,Cost Sharing,10820,UNIVERSIDAD DE SAN BUENAVENTUR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UNIV SAN BTURA,"PRIV_SAN BTURA, COLOMBIA",$0
1485,Cost Sharing,10821,UNIVERSIDAD AUTONOMA DE OCCIDE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AUTONOMA,PRIV_AUTONOMA,($4)
1486,Cost Sharing,10822,FUND.SMURFIT CARTON DE COL.,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SMURFIT,FUND SMURFIT_COL,($108)
1487,Cost Sharing,10823,UNIVERSIDAD JAVERIANA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,JAVERIANA,PRIV_UNIV. JAVERIANA,$0
1488,Cost Sharing,10824,FUNDACION PROPAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PROPAL,PRIV_FUND PROPAL,"($1,473)"
1489,Cost Sharing,10826,FUNDACION EPSA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,EPSA,PRIV_FUND EPSA,($9)
1490,Cost Sharing,10827,FUNDACION ALVARALICE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ALVARALICE,PRIV_FUND ALVARALICE,($2)
1491,Cost Sharing,10828,CAJA DE COMPENSACION FAMILIAR-,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COMFANDI,PRIV_CAJA COMFANDI,($4)
1492,Cost Sharing,10829,TERMINAL DE TRANSPORTE DE MANI,COL,Colombia,COL_MIN,Colombia Ministry,$0
1493,Cost Sharing,10831,INWENT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,INWENT,"PRIV_INWENT, GERMANY",$0
1494,Cost Sharing,10832,PER ACCION INTERNATIONAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ACCION,"PRIV_ACCION, USA",$0
1495,Cost Sharing,10833,PER CAMINANDO JUNTOS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CAMINANDO,"PRIV_CAMINANDO, PERU",$0
1496,Cost Sharing,10835,AMERICAN RED CROSS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ARC_ USA,PRIV,$0
1497,Cost Sharing,10836,MSU,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MSU,"PRIV_MSU, RUSSIA",$0
1498,Cost Sharing,10837,SAILING THE NILE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SAIL NILE,"PRIV_SAIL NILE, EGY",$0
1499,Cost Sharing,10838,YARA INTERNATION ASA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,YARA,"PRIV_YARA FIRM, NORWAY",$0
1500,Cost Sharing,10839,THE WILLIAM AND FLORE HEWLETT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HEWLETT FDT,PRIV_HEWLETT FDT FOUND,"$1,203,100"
1501,Cost Sharing,10840,CORPORACION PROGRAMA DESARROLL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRODEPAZ,PRIV_PRODEPAZ ANTIOQUIA,$0
1502,Cost Sharing,10841,TUR-THE UNION OF CHAMBERS AND,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TOBB,"PRIV_TOBB, TURKEY","($20,989)"
1503,Cost Sharing,10842,TUR - UCLG-MEWA,TUR,Turkey,TUR_MIN,Turkey Ministry,$0
1504,Cost Sharing,10843,FLEMISH GOVERNMENT,BEL,Belgium,BEL_GOVT,Belgium Government,$0
1505,Cost Sharing,10844,URU-OFICINA NAC SERVICIO CIVIL,URY,Uruguay,URY_MIN,Uruguay Ministry,$0
1506,Cost Sharing,10846,ENERGY & ENERGY EFFICIENCY PSH,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,REEEP,PRIV_UK BASED,($277)
1507,Cost Sharing,10849,AWEPA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AWEPA,AWEPA,$0
1508,Cost Sharing,10850,INTERNATIONAL LEGAL ASSISTANCE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ILAC,PRIV_SWEDEN,$0
1509,Cost Sharing,10851,VEN-GOBERNACION ESTADO MIRANDA,VEN,Venezuela,VEN_GOVT,Venezuela Government,$0
1510,Cost Sharing,10855,SEGIB,MUTLI_AGY2,MULTI-LATERAL AGENCY2,SEGIB,Secretaría General Iberoameric,"$28,213"
1511,Cost Sharing,10856,URU-INST.DEL NINO Y ADOLESCEN,URY,Uruguay,URY_MIN,Uruguay Ministry,"$603,010"
1512,Cost Sharing,10858,KIROVSKE MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,"$5,664"
1513,Cost Sharing,10860,SUNTEL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SUNTEL,PRIV_SUNTEL,$0
1514,Cost Sharing,10861,ALLIANCE OF MAYORS AND MUNICIP,NAM,Namibia,NAM_GOVT,Namibia Government,$0
1515,Cost Sharing,10865,SYRIA MINISTRY OF HIGHER EDUCA,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,$0
1516,Cost Sharing,10866,PER-MOLLENDO,PER,Peru,PER_MIN,Peru Ministry,$0
1517,Cost Sharing,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,"($58,962)"
1518,Cost Sharing,10870,MIN. OF FOREIGN AFFAIRS & COOP,ESP,Spain,ESP_MIN,Spain Ministry,$0
1519,Cost Sharing,10871,MINISTRY OF EUROPEAN INTEGRATI,ROM,Romania,ROM_MIN,Romania Ministry,$0
1520,Cost Sharing,10872,SECRETARIA OBJETIVOS DE DESARR,ECU,Ecuador,ECU_MIN,Ecuador Ministry,$0
1521,Cost Sharing,10879,THE SUPREME COUNCIL FOR WOMEN,BHR,Bahrain,BHR_MIN,Bahrain Ministry,$0
1522,Cost Sharing,10880,CAMARA CIO DE CARTAGENA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CC CTGENA,"PRIV_CC CTGENA, COLOMBIA",$0
1523,Cost Sharing,10881,TOTAL S.A. Multinational Comp,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYR-TOTAL,PRIV_SYR-TOTAL,"$186,341"
1524,Cost Sharing,10882,IBM Mulitnational Company,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IBM,PRIV_USA,$0
1525,Cost Sharing,10886,PRIVATE SECTOR -CROATIA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,$0
1526,Cost Sharing,10887,COLUMBIA UNIVERSITY (EARTH INS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COLUMBIA U,PRI_COLUMBIA UNIVERSITY,$0
1527,Cost Sharing,10888,DHL EXPRESS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,DHL,PRIV_USA,$0
1528,Cost Sharing,10889,HOLOPRYSTAN MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,$0
1529,Cost Sharing,10890,MYKOLAYIV MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,$0
1530,Cost Sharing,10891,LACEA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,LACEA,PRIV,$0
1531,Cost Sharing,10892,PFIZER INC,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,PFIZER,PRIV_USA,$0
1532,Cost Sharing,10893,FUNDACION ROSA LUXEMBURGO,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CUB-ROSALU,PRIV_LUX,$0
1533,Cost Sharing,10895,PER-POZUZO,PER,Peru,PER_MIN,Peru Ministry,$0
1534,Cost Sharing,10897,ORACLE - MULTINATIONAL COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ORACLE,PRIV,$0
1535,Cost Sharing,10898,Anadarko Algeria Company LLC,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,AAC LLC,PRIV_MULTNTL,($474)
1536,Cost Sharing,10900,TOTAL E&P INDONESIE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYR-TOTAL,PRIV_SYR-TOTAL,$0
1537,Cost Sharing,10901,MINISTRY OF ECONOMY,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,$0
1538,Cost Sharing,10902,ENERGY EFFICIENCY FUND,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,"$1,875,247"
1539,Cost Sharing,10903,EMBASSY OF NETHERLANDS IN SYRI,NLD,Netherlands,NLD_GOVT,Netherlands Government,$0
1540,Cost Sharing,10904,Tarek Al-Juffali Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,JUFFALIFOU,PRIV_SAU,$0
1541,Cost Sharing,10905,SHELL COMPANY -SAUDI ARABIA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL CO,PRIV_UKM,$0
1542,Cost Sharing,10906,THE SAUDI RESEARCH AND MARKETI,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SAUDI R&MG,PRIV_SAU,$0
1543,Cost Sharing,10907,KOSICE REGIONAL AUTHORITY,SVK,Slovak Republic,SVK_GOVT,Slovak Republic Government,"($1,132)"
1544,Cost Sharing,10909,ONG TOTAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ONG TOTAL,PRIV_CUBA,$0
1545,Cost Sharing,10922,GTZ 2007,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,$0
1546,Cost Sharing,10925,BP PAKISTAN E&P INC. ISLAMABAD,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BP,PRIV_BRITISH PETROLEUM,$0
1547,Cost Sharing,10926,T&T MANUFACTURERS ASSOCIATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TTMA,PRIV_T&T,$0
1548,Cost Sharing,10927,GUARDIAN HOLDINGS LIMITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GHL,PRIV_CARIBBEAN,$0
1549,Cost Sharing,10929,General Federation for NGOs&Fo,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GFNF,PRIV_GL,$0
1550,Cost Sharing,10930,SWEDISH ARMED FORCES HQ,SWE,Sweden,SWE_GOVT,Sweden Government,$0
1551,Cost Sharing,10931,FORCE ENVIRONMENTAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FES USAINC,PRIV_USA,$0
1552,Cost Sharing,10933,ORG. INTERNATIONALE DE LA FRAN,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IEPF,ORG INTL DE LA FRANCOPHONIE,$0
1553,Cost Sharing,10935,Heinrich Boell Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HEINRICH B,PRIV,$0
1554,Cost Sharing,10937,COL-U EJECUTIVA SERVICIOS PUBL,COL,Colombia,COL_MIN,Colombia Ministry,$0
1555,Cost Sharing,10939,BG TRINIDAD & TOBAGO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BG TT,PRIV_TRINIDAD,$0
1556,Cost Sharing,10942,ALCALDIA DE FACATATIVA,COL,Colombia,COL_MIN,Colombia Ministry,$0
1557,Cost Sharing,10943,ALL ARMENIAN FUND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,AAF,PRIV_USA,$0
1558,Cost Sharing,10945,BGR - BUL MSPDA,BGR,Bulgaria,BGR_MIN,Bulgaria Ministry,$0
1559,Cost Sharing,10946,THE SIAM CEMENT PUBLIC COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIAMCEMENT,PRIV_THA,$0
1560,Cost Sharing,10947,SHELL PAKISTAN LIMITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL CO,PRIV_UKM,$0
1561,Cost Sharing,10948,SYRIA NATIONAL POST AUTHORITY,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,"($95,843)"
1562,Cost Sharing,10949,LONDON SCHOOL OF HYGIENE & TRO,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,LONDON SCH,PRIV_UKM,$0
1563,Cost Sharing,10950,CARE YAOUNDE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CARE,PRIV_CARE INTERNATIONAL,$0
1564,Cost Sharing,10952,VEOLIA ENVIRONNMENT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,VEOLIA ENV,PRIV_FRAN,"$16,059"
1565,Cost Sharing,10955,Price Waterhouse Coopers FAS L,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,PWC,PRIV_USA,$0
1566,Cost Sharing,10956,COSUDE,CHE,Switzerland,CHE_MIN,Switzerland Ministry,"$1,500,000"
1567,Cost Sharing,10957,FUNDACION CAROLINA,ESP,Spain,ESP_MIN,Spain Ministry,$0
1568,Cost Sharing,10958,ORG.ECONOMIC CO-OPERATION AND,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OECD,OECD,($45)
1569,Cost Sharing,10959,ALCALDIA DEL MUNC VALENCIA,VEN,Venezuela,VEN_MIN,Venezuela Ministry,($113)
1570,Cost Sharing,10960,AYBILBAO,ESP,Spain,ESP_MIN,Spain Ministry,$0
1571,Cost Sharing,10961,ROSTROS Y VOCES FDS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,RYV,"PRIV_ORG, MEXICO",$0
1572,Cost Sharing,10964,MARIA SHARAPOVA FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MSFOUNDATION,"PRIV_DONOR, RUSSIA","$157,000"
1573,Cost Sharing,10965,PER-MUN.DIST.PACHACAMAC,PER,Peru,PER_MIN,Peru Ministry,$0
1574,Cost Sharing,10966,PER-GOB.REGIONAL LA LIBERTAD,PER,Peru,PER_GOVT,Peru Government,$0
1575,Cost Sharing,10969,UKRAINKA MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,$0
1576,Cost Sharing,10970,NOVO-VOLYNSK MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,"$3,978"
1577,Cost Sharing,10972,PRIMARIA SECTOR 2,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIMARIAS2,"PRIV_BUCHAREST, ROMANIA",$0
1578,Cost Sharing,10975,COLDERORTES,COL,Colombia,COL_MIN,Colombia Ministry,$0
1579,Cost Sharing,10976,BLACK SEA ECONOMIC CO-OPERATIO,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BSEC,PRIV_MULTINATIONAL CIS,$0
1580,Cost Sharing,10977,COMMON FUND - CHOC,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,"($2,230)"
1581,Cost Sharing,10978,GOVERNORATE OF DAMASCUS,SYR,Syrian Arab Republic,SYR_GOVT,Syrian Arab Republic Governmen,$0
1582,Cost Sharing,10979,VENTEKO LTD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,VENTEKO,PRIV_LATVIA,$0
1583,Cost Sharing,10980,HALYCH MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,$0
1584,Cost Sharing,10981,LUX DEVELOPMENT,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,$0
1585,Cost Sharing,10982,OIM,UN_AGY 1,UN AGENCY 1,OIM,AGY_GUA-ORGANIZACION INTERNACI,($113)
1586,Cost Sharing,10983,SIDOC S.A.,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SIDOC S.A.,PRIV_INT'L COLOMBIA,($9)
1587,Cost Sharing,10984,CARTEL ALFA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CARTELALFA,PRIV_NAT'L_ROMANIA,$0
1588,Cost Sharing,10988,EGY UNITED NATIONS POPULATION,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,$0
1589,Cost Sharing,10989,EGY UNWOMEN,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,$0
1590,Cost Sharing,10990,ALBANIAN ASSOCIATION OF BANKS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AAB,PRIV_ASSOC BANKS_ALBANIA,$0
1591,Cost Sharing,10991,UN AGENCIES MEXICO,UN_AGY 1,UN AGENCY 1,UN AGENMEX,UNAGY_MEXICO,$0
1592,Cost Sharing,10992,DPAD-FNC-FIDUPREVISORA S.A.,COL,Colombia,COL_MIN,Colombia Ministry,"$1,004,095"
1593,Cost Sharing,10993,BUL MINISTRY OF REG DEVT AND P,BGR,Bulgaria,BGR_MIN,Bulgaria Ministry,$0
1594,Cost Sharing,10994,ICELAND - MIN. FOREIGN AFFAIRS,ISL,Iceland,ISL_MIN,ISL_MIN,$0
1595,Cost Sharing,10996,SHELL KAZAKHSTAN DEVELOPMENT B,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELLKAZAK,PRIV_KAZAKHSTAN,$0
1596,Cost Sharing,10998,AMBASADA GRECIA,GRC,Greece,GRC_GOVT,Greece Government,$0
1597,Cost Sharing,10999,ACBF,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ACBF,PRIV_INT'L _ZIMBABWE,$0
1598,Cost Sharing,11000,MOHYLIV-PODILSKYI MUNICIPALITY,UKR,Ukraine,UKR_MIN,Ukraine Ministry,$0
1599,Cost Sharing,11001,ECOWAS,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ECOWAS,ECOWAS,"($12,859)"
1600,Cost Sharing,11002,THE CHRISTENSEN FUND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TCF,PRIV_INTL_USA,$0
1601,Cost Sharing,11003,FRENCH RED CROSS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FRC,PRIV__FRANCE,$0
1602,Cost Sharing,11004,TURKISH CYPRIOT MEMBER OF CMP,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TC MEMBER,PRIV_TURKEY,$0
1603,Cost Sharing,11005,SIGULDA MUNICIPALITY,LVA,Latvia,LVA_GOVT,Latvia Government,$0
1604,Cost Sharing,11006,HIMAL POWER LIMITED,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,HPL,PRIV_NEPAL,"($21,201)"
1605,Cost Sharing,11008,SYSTEM CAPITAL MANAGEMENT LTD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SMC LTD,PRIV_CYPRUS,$0
1606,Cost Sharing,11009,NIKO INTERNATIONAL LIMITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NIKO INTL,PRIV_UNITED KINGDOM,$0
1607,Cost Sharing,11010,AGROINVESTBANK,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AGROINVEST,PRIV_TAJIKISTAN,$0
1608,Cost Sharing,11011,OLYMPUS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OLYMPUS,PRIV_JAPAN,$0
1609,Cost Sharing,11014,BYE-BELPROMSTROIBANK,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BELPROMSTR,PRIV_BANK BELARUS,$0
1610,Cost Sharing,11015,BYE-BELGAZPROMBANK,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BELGAZPROM,PRIV_BANK BELARUS,$0
1611,Cost Sharing,11017,BYE-BELINVESTBANK,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BELINVESTBANK,PRIV_BELARUS BANK,$0
1612,Cost Sharing,11019,FORCE OF NATURE AID FOUNDATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FON,"PRIV_AID FOUNDATIO, MYS",$0
1613,Cost Sharing,11020,TOWN OF VUKOVAR,HRV,Croatia,HRV_GOVT,Croatia Government,$0
